date	has_data	n	n_temp	n_rain
2023-07-20	False	0	0	0
2023-07-19	False	0	0	0
2023-07-18	False	0	0	0
2023-07-17	False	0	0	0
2023-07-16	False	0	0	0
2023-07-15	False	0	0	0
2023-07-14	False	0	0	0
2023-07-13	False	0	0	0
2023-07-12	False	0	0	0
2023-07-11	False	0	0	0
2023-07-10	False	0	0	0
2023-07-09	False	0	0	0
2023-07-08	False	0	0	0
2023-07-07	False	0	0	0
2023-07-06	False	0	0	0
2023-07-05	False	0	0	0
2023-07-04	False	0	0	0
2023-07-03	False	0	0	0
2023-07-02	False	0	0	0
2023-07-01	False	0	0	0
2023-06-30	False	0	0	0
2023-06-29	False	0	0	0
2023-06-28	False	0	0	0
2023-06-27	False	0	0	0
2023-06-26	False	0	0	0
2023-06-25	False	0	0	0
2023-06-24	False	0	0	0
2023-06-23	False	0	0	0
2023-06-22	False	0	0	0
2023-06-21	False	0	0	0
2023-06-20	False	0	0	0
2023-06-19	False	0	0	0
2023-06-18	False	0	0	0
2023-06-17	False	0	0	0
2023-06-16	False	0	0	0
2023-06-15	False	0	0	0
2023-06-14	False	0	0	0
2023-06-13	False	0	0	0
2023-06-12	False	0	0	0
2023-06-11	False	0	0	0
2023-06-10	False	0	0	0
2023-06-09	False	0	0	0
2023-06-08	False	0	0	0
2023-06-07	False	0	0	0
2023-06-06	False	0	0	0
2023-06-05	False	0	0	0
2023-06-04	False	0	0	0
2023-06-03	False	0	0	0
2023-06-02	False	0	0	0
2023-06-01	False	0	0	0
2023-05-31	False	0	0	0
2023-05-30	False	0	0	0
2023-05-29	False	0	0	0
2023-05-28	False	0	0	0
2023-05-27	False	0	0	0
2023-05-26	False	0	0	0
2023-05-25	False	0	0	0
2023-05-24	False	0	0	0
2023-05-23	False	0	0	0
2023-05-22	False	0	0	0
2023-05-21	False	0	0	0
2023-05-20	False	0	0	0
2023-05-19	False	0	0	0
2023-05-18	False	0	0	0
2023-05-17	False	0	0	0
2023-05-16	False	0	0	0
2023-05-15	False	0	0	0
2023-05-14	False	0	0	0
2023-05-13	False	0	0	0
2023-05-12	False	0	0	0
2023-05-11	False	0	0	0
2023-05-10	False	0	0	0
2023-05-09	True	54	20	54
2023-05-08	False	0	0	0
2023-05-07	False	0	0	0
2023-05-06	False	0	0	0
2023-05-05	False	0	0	0
2023-05-04	False	0	0	0
2023-05-03	False	0	0	0
2023-05-02	True	58	24	58
2023-05-01	False	0	0	0
2023-04-30	False	0	0	0
2023-04-29	False	0	0	0
2023-04-28	True	57	23	57
2023-04-27	False	0	0	0
2023-04-26	False	0	0	0
2023-04-25	False	0	0	0
2023-04-24	True	58	24	58
2023-04-23	False	0	0	0
2023-04-22	False	0	0	0
2023-04-21	False	0	0	0
2023-04-20	True	55	21	55
2023-04-19	False	0	0	0
2023-04-18	False	0	0	0
2023-04-17	True	55	21	55
2023-04-16	False	0	0	0
2023-04-15	True	58	23	58
2023-04-14	False	0	0	0
2023-04-13	False	0	0	0
2023-04-12	False	0	0	0
2023-04-11	True	57	23	57
2023-04-10	False	0	0	0
2023-04-09	False	0	0	0
2023-04-08	True	57	23	57
2023-04-07	False	0	0	0
2023-04-06	False	0	0	0
2023-04-05	False	0	0	0
2023-04-04	False	0	0	0
2023-04-03	False	0	0	0
2023-04-02	False	0	0	0
2023-04-01	False	0	0	0
2023-03-31	False	0	0	0
2023-03-30	False	0	0	0
2023-03-29	False	0	0	0
2023-03-28	False	0	0	0
2023-03-27	False	0	0	0
2023-03-26	False	0	0	0
2023-03-25	False	0	0	0
2023-03-24	False	0	0	0
2023-03-23	False	0	0	0
2023-03-22	False	0	0	0
2023-03-21	False	0	0	0
2023-03-20	False	0	0	0
2023-03-19	False	0	0	0
2023-03-18	False	0	0	0
2023-03-17	False	0	0	0
2023-03-16	False	0	0	0
2023-03-15	False	0	0	0
2023-03-14	False	0	0	0
2023-03-13	False	0	0	0
2023-03-12	False	0	0	0
2023-03-11	False	0	0	0
2023-03-10	False	0	0	0
2023-03-09	False	0	0	0
2023-03-08	False	0	0	0
2023-03-07	False	0	0	0
2023-03-06	False	0	0	0
2023-03-05	False	0	0	0
2023-03-04	False	0	0	0
2023-03-03	False	0	0	0
2023-03-02	False	0	0	0
2023-03-01	False	0	0	0
2023-02-28	False	0	0	0
2023-02-27	False	0	0	0
2023-02-26	False	0	0	0
2023-02-25	False	0	0	0
2023-02-24	False	0	0	0
2023-02-23	True	57	23	57
2023-02-22	False	0	0	0
2023-02-21	True	59	24	59
2023-02-20	False	0	0	0
2023-02-19	False	0	0	0
2023-02-18	False	0	0	0
2023-02-17	False	0	0	0
2023-02-16	True	58	24	58
2023-02-15	False	0	0	0
2023-02-14	False	0	0	0
2023-02-13	True	58	24	58
2023-02-12	False	0	0	0
2023-02-11	False	0	0	0
2023-02-10	True	58	23	58
2023-02-09	False	0	0	0
2023-02-08	False	0	0	0
2023-02-07	True	58	24	58
2023-02-06	False	0	0	0
2023-02-05	True	44	24	44
2023-02-04	True	59	24	59
2023-02-03	False	0	0	0
2023-02-02	True	57	23	57
2023-02-01	False	0	0	0
2023-01-31	False	0	0	0
2023-01-30	False	0	0	0
2023-01-29	False	0	0	0
2023-01-28	True	56	21	56
2023-01-27	False	0	0	0
2023-01-26	True	59	24	59
2023-01-25	True	59	24	59
2023-01-24	True	56	22	56
2023-01-23	False	0	0	0
2023-01-22	False	0	0	0
2023-01-21	False	0	0	0
2023-01-20	True	57	24	57
2023-01-19	False	0	0	0
2023-01-18	False	0	0	0
2023-01-17	False	0	0	0
2023-01-16	False	0	0	0
2023-01-15	False	0	0	0
2023-01-14	False	0	0	0
2023-01-13	False	0	0	0
2023-01-12	False	0	0	0
2023-01-11	False	0	0	0
2023-01-10	False	0	0	0
2023-01-09	False	0	0	0
2023-01-08	False	0	0	0
2023-01-07	False	0	0	0
2023-01-06	False	0	0	0
2023-01-05	False	0	0	0
2023-01-04	False	0	0	0
2023-01-03	False	0	0	0
2023-01-02	False	0	0	0
2023-01-01	False	0	0	0
2022-12-31	False	0	0	0
2022-12-30	False	0	0	0
2022-12-29	False	0	0	0
2022-12-28	False	0	0	0
2022-12-27	False	0	0	0
2022-12-26	False	0	0	0
2022-12-25	False	0	0	0
2022-12-24	False	0	0	0
2022-12-23	False	0	0	0
2022-12-22	False	0	0	0
2022-12-21	False	0	0	0
2022-12-20	True	56	22	56
2022-12-19	False	0	0	0
2022-12-18	False	0	0	0
2022-12-17	False	0	0	0
2022-12-16	True	56	21	56
2022-12-15	True	57	22	57
2022-12-14	True	58	24	58
2022-12-13	False	0	0	0
2022-12-12	False	0	0	0
2022-12-11	True	59	24	59
2022-12-10	True	57	23	57
2022-12-09	True	57	24	57
2022-12-08	False	0	0	0
2022-12-07	False	0	0	0
2022-12-06	False	0	0	0
2022-12-05	False	0	0	0
2022-12-04	True	59	24	59
2022-12-03	True	59	24	59
2022-12-02	False	0	0	0
2022-12-01	False	0	0	0
2022-11-30	False	0	0	0
2022-11-29	False	0	0	0
2022-11-28	True	58	24	58
2022-11-27	True	54	21	54
2022-11-26	False	0	0	0
2022-11-25	True	58	23	58
2022-11-24	True	58	24	58
2022-11-23	False	0	0	0
2022-11-22	False	0	0	0
2022-11-21	False	0	0	0
2022-11-20	True	54	19	54
2022-11-19	True	54	19	54
2022-11-18	False	0	0	0
2022-11-17	True	56	21	56
2022-11-16	False	0	0	0
2022-11-15	False	0	0	0
2022-11-14	False	0	0	0
2022-11-13	False	0	0	0
2022-11-12	False	0	0	0
2022-11-11	True	58	24	58
2022-11-10	False	0	0	0
2022-11-09	True	57	23	57
2022-11-08	True	57	23	57
2022-11-07	True	56	22	56
2022-11-06	True	57	23	57
2022-11-05	False	0	0	0
2022-11-04	True	59	24	59
2022-11-03	True	55	21	55
2022-11-02	False	0	0	0
2022-11-01	False	0	0	0
2022-10-31	False	0	0	0
2022-10-30	False	0	0	0
2022-10-29	False	0	0	0
2022-10-28	False	0	0	0
2022-10-27	False	0	0	0
2022-10-26	False	0	0	0
2022-10-25	False	0	0	0
2022-10-24	True	55	21	55
2022-10-23	False	0	0	0
2022-10-22	False	0	0	0
2022-10-21	False	0	0	0
2022-10-20	False	0	0	0
2022-10-19	False	0	0	0
2022-10-18	False	0	0	0
2022-10-17	True	56	22	56
2022-10-16	True	57	22	57
2022-10-15	True	59	24	59
2022-10-14	True	59	24	59
2022-10-13	True	58	23	58
2022-10-12	False	0	0	0
2022-10-11	True	55	21	55
2022-10-10	True	57	22	57
2022-10-09	False	0	0	0
2022-10-08	True	56	21	56
2022-10-07	False	0	0	0
2022-10-06	True	57	23	57
2022-10-05	False	0	0	0
2022-10-04	False	0	0	0
2022-10-03	False	0	0	0
2022-10-02	False	0	0	0
2022-10-01	True	54	21	54
2022-09-30	False	0	0	0
2022-09-29	False	0	0	0
2022-09-28	False	0	0	0
2022-09-27	False	0	0	0
2022-09-26	False	0	0	0
2022-09-25	False	0	0	0
2022-09-24	False	0	0	0
2022-09-23	False	0	0	0
2022-09-22	False	0	0	0
2022-09-21	True	55	21	55
2022-09-20	False	0	0	0
2022-09-19	True	57	22	57
2022-09-18	False	0	0	0
2022-09-17	True	57	23	57
2022-09-16	False	0	0	0
2022-09-15	False	0	0	0
2022-09-14	True	58	23	58
2022-09-13	False	0	0	0
2022-09-12	False	0	0	0
2022-09-11	False	0	0	0
2022-09-10	False	0	0	0
2022-09-09	False	0	0	0
2022-09-08	True	58	23	58
2022-09-07	False	0	0	0
2022-09-06	False	0	0	0
2022-09-05	True	57	22	57
2022-09-04	True	57	22	57
2022-09-03	False	0	0	0
2022-09-02	False	0	0	0
2022-09-01	False	0	0	0
2022-08-31	True	57	23	57
2022-08-30	False	0	0	0
2022-08-29	False	0	0	0
2022-08-28	False	0	0	0
2022-08-27	False	0	0	0
2022-08-26	False	0	0	0
2022-08-25	False	0	0	0
2022-08-24	False	0	0	0
2022-08-23	False	0	0	0
2022-08-22	False	0	0	0
2022-08-21	False	0	0	0
2022-08-20	False	0	0	0
2022-08-19	False	0	0	0
2022-08-18	False	0	0	0
2022-08-17	True	55	21	55
2022-08-16	True	55	23	55
2022-08-15	False	0	0	0
2022-08-14	False	0	0	0
2022-08-13	False	0	0	0
2022-08-12	False	0	0	0
2022-08-11	False	0	0	0
2022-08-10	False	0	0	0
2022-08-09	False	0	0	0
2022-08-08	False	0	0	0
2022-08-07	False	0	0	0
2022-08-06	False	0	0	0
2022-08-05	False	0	0	0
2022-08-04	True	52	17	52
2022-08-03	False	0	0	0
2022-08-02	False	0	0	0
2022-08-01	True	56	22	56
2022-07-31	False	0	0	0
2022-07-30	False	0	0	0
2022-07-29	False	0	0	0
2022-07-28	False	0	0	0
2022-07-27	False	0	0	0
2022-07-26	True	57	23	57
2022-07-25	False	0	0	0
2022-07-24	False	0	0	0
2022-07-23	False	0	0	0
2022-07-22	False	0	0	0
2022-07-21	True	53	20	53
2022-07-20	False	0	0	0
2022-07-19	False	0	0	0
2022-07-18	False	0	0	0
2022-07-17	False	0	0	0
2022-07-16	False	0	0	0
2022-07-15	False	0	0	0
2022-07-14	True	58	23	58
2022-07-13	False	0	0	0
2022-07-12	False	0	0	0
2022-07-11	False	0	0	0
2022-07-10	False	0	0	0
2022-07-09	False	0	0	0
2022-07-08	False	0	0	0
2022-07-07	False	0	0	0
2022-07-06	False	0	0	0
2022-07-05	False	0	0	0
2022-07-04	False	0	0	0
2022-07-03	False	0	0	0
2022-07-02	False	0	0	0
2022-07-01	False	0	0	0
2022-06-30	False	0	0	0
2022-06-29	False	0	0	0
2022-06-28	False	0	0	0
2022-06-27	False	0	0	0
2022-06-26	False	0	0	0
2022-06-25	False	0	0	0
2022-06-24	False	0	0	0
2022-06-23	False	0	0	0
2022-06-22	False	0	0	0
2022-06-21	False	0	0	0
2022-06-20	False	0	0	0
2022-06-19	False	0	0	0
2022-06-18	False	0	0	0
2022-06-17	False	0	0	0
2022-06-16	False	0	0	0
2022-06-15	False	0	0	0
2022-06-14	False	0	0	0
2022-06-13	True	56	21	56
2022-06-12	False	0	0	0
2022-06-11	False	0	0	0
2022-06-10	False	0	0	0
2022-06-09	False	0	0	0
2022-06-08	False	0	0	0
2022-06-07	False	0	0	0
2022-06-06	False	0	0	0
2022-06-05	True	57	22	57
2022-06-04	False	0	0	0
2022-06-03	False	0	0	0
2022-06-02	False	0	0	0
2022-06-01	True	53	20	53
2022-05-31	False	0	0	0
2022-05-30	False	0	0	0
2022-05-29	False	0	0	0
2022-05-28	False	0	0	0
2022-05-27	True	59	24	59
2022-05-26	False	0	0	0
2022-05-25	False	0	0	0
2022-05-24	False	0	0	0
2022-05-23	False	0	0	0
2022-05-22	False	0	0	0
2022-05-21	False	0	0	0
2022-05-20	False	0	0	0
2022-05-19	False	0	0	0
2022-05-18	False	0	0	0
2022-05-17	False	0	0	0
2022-05-16	False	0	0	0
2022-05-15	False	0	0	0
2022-05-14	True	56	21	56
2022-05-13	False	0	0	0
2022-05-12	True	54	1	54
2022-05-11	False	0	0	0
2022-05-10	False	0	0	0
2022-05-09	False	0	0	0
2022-05-08	False	0	0	0
2022-05-07	True	57	22	57
2022-05-06	False	0	0	0
2022-05-05	False	0	0	0
2022-05-04	False	0	0	0
2022-05-03	False	0	0	0
2022-05-02	False	0	0	0
2022-05-01	False	0	0	0
2022-04-30	True	56	21	56
2022-04-29	False	0	0	0
2022-04-28	False	0	0	0
2022-04-27	False	0	0	0
2022-04-26	False	0	0	0
2022-04-25	False	0	0	0
2022-04-24	False	0	0	0
2022-04-23	False	0	0	0
2022-04-22	True	57	22	57
2022-04-21	True	58	23	58
2022-04-20	False	0	0	0
2022-04-19	False	0	0	0
2022-04-18	False	0	0	0
2022-04-17	False	0	0	0
2022-04-16	True	52	23	52
2022-04-15	False	0	0	0
2022-04-14	False	0	0	0
2022-04-13	False	0	0	0
2022-04-12	False	0	0	0
2022-04-11	False	0	0	0
2022-04-10	True	58	23	58
2022-04-09	False	0	0	0
2022-04-08	False	0	0	0
2022-04-07	False	0	0	0
2022-04-06	False	0	0	0
2022-04-05	False	0	0	0
2022-04-04	True	57	22	57
2022-04-03	False	0	0	0
2022-04-02	False	0	0	0
2022-04-01	False	0	0	0
2022-03-31	False	0	0	0
2022-03-30	False	0	0	0
2022-03-29	False	0	0	0
2022-03-28	True	56	22	56
2022-03-27	False	0	0	0
2022-03-26	False	0	0	0
2022-03-25	False	0	0	0
2022-03-24	True	54	20	54
2022-03-23	False	0	0	0
2022-03-22	False	0	0	0
2022-03-21	False	0	0	0
2022-03-20	False	0	0	0
2022-03-19	False	0	0	0
2022-03-18	False	0	0	0
2022-03-17	False	0	0	0
2022-03-16	False	0	0	0
2022-03-15	False	0	0	0
2022-03-14	False	0	0	0
2022-03-13	True	58	24	58
2022-03-12	False	0	0	0
2022-03-11	False	0	0	0
2022-03-10	True	59	24	59
2022-03-09	False	0	0	0
2022-03-08	False	0	0	0
2022-03-07	False	0	0	0
2022-03-06	False	0	0	0
2022-03-05	False	0	0	0
2022-03-04	False	0	0	0
2022-03-03	True	57	21	57
2022-03-02	False	0	0	0
2022-03-01	False	0	0	0
2022-02-28	True	59	23	59
2022-02-27	True	56	22	56
2022-02-26	True	54	20	54
2022-02-25	False	0	0	0
2022-02-24	False	0	0	0
2022-02-23	False	0	0	0
2022-02-22	False	0	0	0
2022-02-21	False	0	0	0
2022-02-20	False	0	0	0
2022-02-19	False	0	0	0
2022-02-18	False	0	0	0
2022-02-17	False	0	0	0
2022-02-16	True	58	24	58
2022-02-15	False	0	0	0
2022-02-14	False	0	0	0
2022-02-13	False	0	0	0
2022-02-12	False	0	0	0
2022-02-11	False	0	0	0
2022-02-10	False	0	0	0
2022-02-09	False	0	0	0
2022-02-08	False	0	0	0
2022-02-07	True	58	23	58
2022-02-06	True	57	24	57
2022-02-05	False	0	0	0
2022-02-04	False	0	0	0
2022-02-03	False	0	0	0
2022-02-02	False	0	0	0
2022-02-01	False	0	0	0
2022-01-31	True	58	23	58
2022-01-30	True	57	22	57
2022-01-29	False	0	0	0
2022-01-28	True	59	24	59
2022-01-27	False	0	0	0
2022-01-26	False	0	0	0
2022-01-25	False	0	0	0
2022-01-24	False	0	0	0
2022-01-23	False	0	0	0
2022-01-22	True	58	23	58
2022-01-21	False	0	0	0
2022-01-20	False	0	0	0
2022-01-19	False	0	0	0
2022-01-18	True	57	22	57
2022-01-17	False	0	0	0
2022-01-16	False	0	0	0
2022-01-15	False	0	0	0
2022-01-14	False	0	0	0
2022-01-13	False	0	0	0
2022-01-12	False	0	0	0
2022-01-11	False	0	0	0
2022-01-10	False	0	0	0
2022-01-09	True	59	24	59
2022-01-08	False	0	0	0
2022-01-07	False	0	0	0
2022-01-06	True	56	21	56
2022-01-05	False	0	0	0
2022-01-04	False	0	0	0
2022-01-03	True	56	21	56
2022-01-02	False	0	0	0
2022-01-01	True	58	24	58
2021-12-31	True	55	20	55
2021-12-30	False	0	0	0
2021-12-29	True	59	24	59
2021-12-28	False	0	0	0
2021-12-27	False	0	0	0
2021-12-26	False	0	0	0
2021-12-25	False	0	0	0
2021-12-24	False	0	0	0
2021-12-23	False	0	0	0
2021-12-22	True	57	22	57
2021-12-21	False	0	0	0
2021-12-20	False	0	0	0
2021-12-19	False	0	0	0
2021-12-18	False	0	0	0
2021-12-17	False	0	0	0
2021-12-16	False	0	0	0
2021-12-15	False	0	0	0
2021-12-14	False	0	0	0
2021-12-13	True	58	23	58
2021-12-12	False	0	0	0
2021-12-11	False	0	0	0
2021-12-10	False	0	0	0
2021-12-09	True	58	23	58
2021-12-08	False	0	0	0
2021-12-07	False	0	0	0
2021-12-06	False	0	0	0
2021-12-05	False	0	0	0
2021-12-04	False	0	0	0
2021-12-03	False	0	0	0
2021-12-02	True	58	23	58
2021-12-01	False	0	0	0
2021-11-30	False	0	0	0
2021-11-29	False	0	0	0
2021-11-28	False	0	0	0
2021-11-27	False	0	0	0
2021-11-26	False	0	0	0
2021-11-25	True	58	24	58
2021-11-24	True	59	24	59
2021-11-23	True	58	23	58
2021-11-22	False	0	0	0
2021-11-21	False	0	0	0
2021-11-20	False	0	0	0
2021-11-19	False	0	0	0
2021-11-18	False	0	0	0
2021-11-17	False	0	0	0
2021-11-16	False	0	0	0
2021-11-15	True	57	22	57
2021-11-14	True	58	23	58
2021-11-13	False	0	0	0
2021-11-12	False	0	0	0
2021-11-11	True	53	19	53
2021-11-10	False	0	0	0
2021-11-09	True	58	23	58
2021-11-08	True	59	24	59
2021-11-07	False	0	0	0
2021-11-06	False	0	0	0
2021-11-05	False	0	0	0
2021-11-04	False	0	0	0
2021-11-03	False	0	0	0
2021-11-02	False	0	0	0
2021-11-01	False	0	0	0
2021-10-31	False	0	0	0
2021-10-30	False	0	0	0
2021-10-29	False	0	0	0
2021-10-28	False	0	0	0
2021-10-27	False	0	0	0
2021-10-26	False	0	0	0
2021-10-25	False	0	0	0
2021-10-24	False	0	0	0
2021-10-23	True	58	23	58
2021-10-22	False	0	0	0
2021-10-21	False	0	0	0
2021-10-20	False	0	0	0
2021-10-19	True	57	22	57
2021-10-18	False	0	0	0
2021-10-17	False	0	0	0
2021-10-16	False	0	0	0
2021-10-15	True	56	21	56
2021-10-14	False	0	0	0
2021-10-13	True	59	24	59
2021-10-12	False	0	0	0
2021-10-11	False	0	0	0
2021-10-10	False	0	0	0
2021-10-09	True	55	21	55
2021-10-08	False	0	0	0
2021-10-07	False	0	0	0
2021-10-06	False	0	0	0
2021-10-05	False	0	0	0
2021-10-04	False	0	0	0
2021-10-03	True	55	22	55
2021-10-02	False	0	0	0
2021-10-01	False	0	0	0
2021-09-30	False	0	0	0
2021-09-29	False	0	0	0
2021-09-28	True	57	22	57
2021-09-27	False	0	0	0
2021-09-26	False	0	0	0
2021-09-25	True	59	24	59
2021-09-24	False	0	0	0
2021-09-23	False	0	0	0
2021-09-22	True	44	23	44
2021-09-21	False	0	0	0
2021-09-20	False	0	0	0
2021-09-19	False	0	0	0
2021-09-18	False	0	0	0
2021-09-17	False	0	0	0
2021-09-16	True	57	22	57
2021-09-15	True	58	23	58
2021-09-14	True	59	24	59
2021-09-13	True	57	23	57
2021-09-12	False	0	0	0
2021-09-11	False	0	0	0
2021-09-10	True	55	20	55
2021-09-09	True	57	22	57
2021-09-08	False	0	0	0
2021-09-07	False	0	0	0
2021-09-06	True	54	19	54
2021-09-05	False	0	0	0
2021-09-04	False	0	0	0
2021-09-03	False	0	0	0
2021-09-02	False	0	0	0
2021-09-01	False	0	0	0
2021-08-31	False	0	0	0
2021-08-30	False	0	0	0
2021-08-29	False	0	0	0
2021-08-28	False	0	0	0
2021-08-27	True	44	23	44
2021-08-26	False	0	0	0
2021-08-25	True	57	22	57
2021-08-24	False	0	0	0
2021-08-23	False	0	0	0
2021-08-22	False	0	0	0
2021-08-21	False	0	0	0
2021-08-20	False	0	0	0
2021-08-19	False	0	0	0
2021-08-18	False	0	0	0
2021-08-17	False	0	0	0
2021-08-16	False	0	0	0
2021-08-15	True	51	22	51
2021-08-14	False	0	0	0
2021-08-13	False	0	0	0
2021-08-12	True	56	22	56
2021-08-11	False	0	0	0
2021-08-10	False	0	0	0
2021-08-09	False	0	0	0
2021-08-08	False	0	0	0
2021-08-07	False	0	0	0
